"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"159",5107,"2020-04-27",0,0,"ba.1",0,0,"Omicron"
"160",9999,"2020-04-27",0,0,"other",0,1,NA
"161",5108,"2020-04-28",0,0,"ba.1",0,0,"Omicron"
"162",10000,"2020-04-28",0,0,"other",0,1,NA
"163",5109,"2020-04-29",0,0,"ba.1",0,0,"Omicron"
"164",10001,"2020-04-29",1,1,"other",1,1,NA
"165",5110,"2020-04-30",0,0,"ba.1",0,0,"Omicron"
"166",10002,"2020-04-30",0,0,"other",0,1,NA
"167",5111,"2020-05-01",0,0,"ba.1",0,0,"Omicron"
"168",10003,"2020-05-01",0,0,"other",0,1,NA
"169",5112,"2020-05-02",0,0,"ba.1",0,0,"Omicron"
"170",10004,"2020-05-02",0,0,"other",0,1,NA
"171",5113,"2020-05-03",0,0,"ba.1",0,0,"Omicron"
"172",10005,"2020-05-03",0,0,"other",0,1,NA
"173",5114,"2020-05-04",0,0,"ba.1",0,0,"Omicron"
"174",10006,"2020-05-04",0,0,"other",0,1,NA
"175",3928,"2020-05-05",1,1,"b.1.2",1,0.875,"XBB* (XBB.X)"
"176",5115,"2020-05-05",0,0,"ba.1",0,0,"Omicron"
"177",10007,"2020-05-05",0,0,"other",0,0.125,NA
"178",3929,"2020-05-06",0,0,"b.1.2",0,0.777777777777778,"XBB* (XBB.X)"
"179",5116,"2020-05-06",0,0,"ba.1",0,0,"Omicron"
"180",10008,"2020-05-06",1,1,"other",1,0.222222222222222,NA
"181",3930,"2020-05-07",0,0,"b.1.2",0,0.7,"XBB* (XBB.X)"
"182",5117,"2020-05-07",0,0,"ba.1",0,0,"Omicron"
"183",10009,"2020-05-07",0,0,"other",0,0.3,NA
"184",3931,"2020-05-08",0,0,"b.1.2",0,0.636363636363636,"XBB* (XBB.X)"
"185",5118,"2020-05-08",0,0,"ba.1",0,0,"Omicron"
"186",10010,"2020-05-08",0,0,"other",0,0.363636363636364,NA
"187",3932,"2020-05-09",0,0,"b.1.2",0,0.583333333333333,"XBB* (XBB.X)"
"188",5119,"2020-05-09",0,0,"ba.1",0,0,"Omicron"
"189",10011,"2020-05-09",0,0,"other",0,0.416666666666667,NA
"190",3933,"2020-05-10",0,0,"b.1.2",0,0.538461538461538,"XBB* (XBB.X)"
"191",5120,"2020-05-10",0,0,"ba.1",0,0,"Omicron"
"192",10012,"2020-05-10",0,0,"other",0,0.461538461538462,NA
"193",3934,"2020-05-11",0,0,"b.1.2",0,0.5,"XBB* (XBB.X)"
"194",5121,"2020-05-11",0,0,"ba.1",0,0,"Omicron"
"195",10013,"2020-05-11",0,0,"other",0,0.5,NA
"196",3935,"2020-05-12",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"197",5122,"2020-05-12",0,0,"ba.1",0,0,"Omicron"
"198",10014,"2020-05-12",0,0,"other",0,1,NA
"199",3936,"2020-05-13",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"200",5123,"2020-05-13",0,0,"ba.1",0,0,"Omicron"
"201",10015,"2020-05-13",0,0,"other",0,0,NA
"202",3937,"2020-05-14",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"203",5124,"2020-05-14",0,0,"ba.1",0,0,"Omicron"
"204",10016,"2020-05-14",1,1,"other",1,1,NA
"205",3938,"2020-05-15",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"206",5125,"2020-05-15",0,0,"ba.1",0,0,"Omicron"
"207",10017,"2020-05-15",2,2,"other",1,1,NA
"208",3939,"2020-05-16",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"209",5126,"2020-05-16",0,0,"ba.1",0,0,"Omicron"
"210",10018,"2020-05-16",0,0,"other",0,1,NA
"211",3940,"2020-05-17",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"212",5127,"2020-05-17",0,0,"ba.1",0,0,"Omicron"
"213",10019,"2020-05-17",0,0,"other",0,1,NA
"214",3941,"2020-05-18",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"215",5128,"2020-05-18",0,0,"ba.1",0,0,"Omicron"
"216",10020,"2020-05-18",1,1,"other",1,1,NA
"217",3942,"2020-05-19",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"218",5129,"2020-05-19",0,0,"ba.1",0,0,"Omicron"
"219",10021,"2020-05-19",1,1,"other",1,1,NA
"220",3943,"2020-05-20",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"221",5130,"2020-05-20",0,0,"ba.1",0,0,"Omicron"
"222",10022,"2020-05-20",0,0,"other",0,1,NA
"223",3944,"2020-05-21",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"224",5131,"2020-05-21",0,0,"ba.1",0,0,"Omicron"
"225",10023,"2020-05-21",0,0,"other",0,1,NA
"226",3945,"2020-05-22",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"227",5132,"2020-05-22",0,0,"ba.1",0,0,"Omicron"
"228",10024,"2020-05-22",0,0,"other",0,1,NA
"229",3946,"2020-05-23",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"230",5133,"2020-05-23",0,0,"ba.1",0,0,"Omicron"
"231",10025,"2020-05-23",0,0,"other",0,1,NA
"232",3947,"2020-05-24",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"233",5134,"2020-05-24",0,0,"ba.1",0,0,"Omicron"
