"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"141",5985,"2020-04-26",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"142",6636,"2020-04-26",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"143",7139,"2020-04-26",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"144",19507,"2020-04-26",0,0,"other",0,0,NA
"145",5986,"2020-04-27",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"146",6637,"2020-04-27",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"147",7140,"2020-04-27",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"148",19508,"2020-04-27",0,0,"other",0,0,NA
"149",5987,"2020-04-28",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"150",6638,"2020-04-28",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"151",7141,"2020-04-28",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"152",19509,"2020-04-28",0,0,"other",0,0,NA
"153",5988,"2020-04-29",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"154",6639,"2020-04-29",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"155",7142,"2020-04-29",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"156",19510,"2020-04-29",0,0,"other",0,0,NA
"157",5989,"2020-04-30",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"158",6640,"2020-04-30",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"159",7143,"2020-04-30",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"160",19511,"2020-04-30",0,0,"other",0,0,NA
"161",5990,"2020-05-01",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"162",6641,"2020-05-01",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"163",7144,"2020-05-01",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"164",19512,"2020-05-01",0,0,"other",0,0,NA
"165",5991,"2020-05-02",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"166",6642,"2020-05-02",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"167",7145,"2020-05-02",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"168",19513,"2020-05-02",0,0,"other",0,0,NA
"169",5992,"2020-05-03",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"170",6643,"2020-05-03",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"171",7146,"2020-05-03",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"172",19514,"2020-05-03",0,0,"other",0,0,NA
"173",5993,"2020-05-04",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"174",6644,"2020-05-04",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
